size	variability	time
2263	3	1344.828133
2294	3	1364.155338
2325	3	1392.645597
2356	3	1432.019818
2387	3	1480.886696
2418	3	1516.751699
2449	3	1550.549687
2480	3	1601.591979
2511	3	1623.310597
2542	3	1669.57516
2573	3	1717.309832
2604	3	1758.479164
2635	3	1815.817492
2666	3	1835.767701
2697	3	1848.79277
2728	3	1927.476022
2759	3	1968.353454
2790	3	1993.046492
2821	3	2059.779174
2852	3	2076.067763
2883	3	2122.480028
2914	3	2188.045605
2945	3	2213.82565
2976	3	2249.630854
3007	3	2271.318276
3038	3	2372.563859
3069	3	2392.746474
3100	3	2444.737971
0	3	0.0251
31	3	0.304902
62	3	0.901606
93	3	1.832412
124	3	3.292521
155	3	5.011832
186	3	6.978244
217	3	9.190858
248	3	12.262378
279	3	16.184603
310	3	18.93532
341	3	23.51495
372	3	26.822871
403	3	32.212205
434	3	44.686684
465	3	46.377395
496	3	51.401027
527	3	58.17717
558	3	66.727023
589	3	76.706387
620	3	82.771225
651	3	91.570982
682	3	98.523826
713	3	108.005186
744	3	131.677635
775	3	130.463827
806	3	142.239601
837	3	173.086996
868	3	174.405104
899	3	186.117077
930	3	196.607742
961	3	214.952258
992	3	232.585968
1023	3	251.572987
1054	3	260.197539
1085	3	283.387384
1116	3	297.588072
1147	3	315.065381
1178	3	335.595008
1209	3	345.630168
1240	3	366.801399
1271	3	387.403825
1302	3	416.884607
1333	3	426.257562
1364	3	487.651843
1395	3	461.859878
1426	3	477.586772
1457	3	501.301216
1488	3	522.223842
1519	3	539.573645
1550	3	569.500526
1581	3	589.001541
1612	3	620.645032
1643	3	658.206959
1674	3	688.833642
1705	3	730.052789
1736	3	743.198762
1767	3	773.425941
1798	3	818.896713
1829	3	848.730788
1860	3	889.536629
1891	3	909.781245
1922	3	940.113422
1953	3	974.240721
1984	3	1039.329508
2015	3	1031.29145
2046	3	1084.948167
2077	3	1115.244941
2108	3	1139.63798
2139	3	1171.135661
2170	3	1218.843839
2201	3	1250.159019
2232	3	1274.379955
2263	3	1333.979204
2294	3	1363.789474
2325	3	1401.004788
2356	3	1435.827088
2387	3	1548.04075
2418	3	1510.483217
2449	3	1542.054896
2480	3	1583.178934
2511	3	1706.032358
2542	3	1664.508903
2573	3	1702.498221
2604	3	1741.573648
2635	3	1816.069082
2666	3	1843.187637
2697	3	1937.175287
2728	3	1921.102886
2759	3	1942.308607
2790	3	2021.625371
2821	3	2054.185958
2852	3	2115.078314
2883	3	2133.853019
2914	3	2155.342242
2945	3	2196.791782
2976	3	2258.865145
3007	3	2293.878949
3038	3	2341.135524
3069	3	2386.885992
3100	3	2447.872869
0	3	0.0382
31	3	0.327502
62	3	0.912704
93	3	1.894409
124	3	3.249516
155	3	4.926324
186	3	6.626832
217	3	9.123344
248	3	12.025359
279	3	15.709276
310	3	19.689696
341	3	23.301813
372	3	27.366233
403	3	33.365663
434	3	38.005385
465	3	44.111715
496	3	50.817048
527	3	57.790682
558	3	66.257923
589	3	72.969356
620	3	82.124601
651	3	91.419647
682	3	98.674082
713	3	108.925133
744	3	121.786497
775	3	129.724336
806	3	142.4451
837	3	158.303679
868	3	168.061727
899	3	185.340214
930	3	199.362885
961	3	220.307389
992	3	229.745338
1023	3	247.294128
1054	3	263.32701
1085	3	285.437623
1116	3	298.842093
1147	3	310.531055
1178	3	329.284853
1209	3	346.795345
1240	3	380.184517
1271	3	381.436829
1302	3	409.411375
1333	3	419.315431
1364	3	439.636242
1395	3	467.339789
1426	3	477.985651
1457	3	493.573738
1488	3	522.640195
1519	3	536.050173
1550	3	564.560329
1581	3	605.114349
1612	3	626.33647
1643	3	655.895035
1674	3	683.656492
1705	3	721.849105
1736	3	753.101483
1767	3	778.219729
1798	3	830.397119
1829	3	840.049285
1860	3	876.645295
1891	3	911.005696
1922	3	950.573224
1953	3	976.496779
1984	3	1007.935266
2015	3	1045.000983
2046	3	1086.92933
2077	3	1112.829087
2108	3	1143.408873
2139	3	1182.429304
2170	3	1208.637466
2201	3	1242.012767
2232	3	1329.836971
2263	3	1313.8388
2294	3	1405.737028
2325	3	1400.642217
2356	3	1501.308296
2387	3	1471.942549
2418	3	1510.598182
2449	3	1551.842429
2480	3	1636.470622
2511	3	1639.017451
2542	3	1701.407919
2573	3	1709.844681
2604	3	1772.299948
2635	3	1786.850644
2666	3	1832.632316
2697	3	1872.800657
2728	3	1913.601702
2759	3	1903.958657
2790	3	2057.742445
2821	3	2047.239895
2852	3	2066.168913
2883	3	2115.063701
2914	3	2161.274575
2945	3	2194.00457
2976	3	2239.816339
3007	3	2296.718172
3038	3	2358.01653
3069	3	2393.156138
3100	3	2463.73837

0	4	0.0184
31	4	0.393395
62	4	1.080286
93	4	2.35857
124	4	3.585154
155	4	5.44663
186	4	7.519003
217	4	10.716163
248	4	13.25653
279	4	83.685329
310	4	22.600213
341	4	29.92012
372	4	31.269806
403	4	37.543726
434	4	43.589353
465	4	49.927778
496	4	65.791688
527	4	65.792197
558	4	73.628708
589	4	83.986796
620	4	92.562009
651	4	102.899811
682	4	112.42532
713	4	121.425447
744	4	134.82223
775	4	150.795592
806	4	164.648284
837	4	171.755263
868	4	197.842362
899	4	202.448196
930	4	229.192832
961	4	236.311758
992	4	259.331376
1023	4	272.789887
1054	4	296.167939
1085	4	312.26348
1116	4	343.473141
1147	4	349.26
1178	4	368.972694
1209	4	388.390813
1240	4	413.416846
1271	4	428.099766
1302	4	451.405982
1333	4	472.554025
1364	4	501.00481
1395	4	514.020846
1426	4	547.020205
1457	4	561.979115
1488	4	579.361744
1519	4	608.969247
1550	4	635.292384
1581	4	668.04319
1612	4	707.497499
1643	4	733.366098
1674	4	787.930127
1705	4	795.04041
1736	4	831.173042
1767	4	877.700922
1798	4	920.597437
1829	4	935.75714
1860	4	1034.20597
1891	4	1003.647536
1922	4	1069.169759
1953	4	1128.929301
1984	4	1162.786662
2015	4	1163.029659
2046	4	1227.611138
2077	4	1254.508985
2108	4	1295.713895
2139	4	1341.097516
2170	4	1388.842817
2201	4	1470.811609
2232	4	1466.095765
2263	4	1489.998167
2294	4	1548.852501
2325	4	1572.345404
2356	4	1660.757637
2387	4	1663.989899
2418	4	1692.581908
2449	4	1751.836639
2480	4	1788.861454
2511	4	1842.35476
2542	4	1888.369082
2573	4	1922.412094
2604	4	1979.166879
2635	4	2009.704476
2666	4	2078.984175
2697	4	2100.645601
2728	4	2200.896328
2759	4	2194.56225
2790	4	2249.909233
2821	4	2301.678199
2852	4	2360.55275
2883	4	2377.390701
2914	4	2448.41376
2945	4	2536.787407
2976	4	2546.171973
3007	4	2580.314624
3038	4	2642.029011
3069	4	2767.279322
3100	4	2753.928049
0	4	0.0192
31	4	0.42178
62	4	1.092349
93	4	2.069304
124	4	3.551635
155	4	5.479746
186	4	7.592747
217	4	10.305922
248	4	13.519672
279	4	17.270098
310	4	21.843289
341	4	26.447676
372	4	30.77828
403	4	36.442323
434	4	42.624043
465	4	52.938377
496	4	57.513174
527	4	65.927899
558	4	76.520635
589	4	82.562982
620	4	108.95832
651	4	104.887928
682	4	112.966395
713	4	121.627656
744	4	131.851754
775	4	143.036219
806	4	158.912607
837	4	176.883119
868	4	190.743027
899	4	211.579654
930	4	234.085358
961	4	246.656298
992	4	255.187116
1023	4	291.539175
1054	4	294.219564
1085	4	312.716297
1116	4	328.646146
1147	4	350.302048
1178	4	370.142946
1209	4	389.080302
1240	4	408.726401
1271	4	430.959072
1302	4	446.097888
1333	4	471.265873
1364	4	489.80319
1395	4	506.258332
1426	4	537.713292
1457	4	566.640517
1488	4	590.473128
1519	4	601.321636
1550	4	632.875883
1581	4	673.720318
1612	4	702.913819
1643	4	734.368348
1674	4	763.990302
1705	4	801.966179
1736	4	835.197433
1767	4	873.693784
1798	4	904.015743
1829	4	970.624635
1860	4	1007.547821
1891	4	1013.363967
1922	4	1082.114292
1953	4	1089.7218
1984	4	1111.690917
2015	4	1177.01545
2046	4	1238.756539
2077	4	1242.043106
2108	4	1291.424659
2139	4	1331.875391
2170	4	1382.406582
2201	4	1406.985894
2232	4	1469.555899
2263	4	1490.869034
2294	4	1528.479727
2325	4	1601.166125
2356	4	1625.140903
2387	4	1654.245007
2418	4	1722.543183
2449	4	1742.129803
2480	4	1825.255451
2511	4	1837.627875
2542	4	1895.322011
2573	4	1924.637656
2604	4	2027.872708
2635	4	2137.462176
2666	4	2165.57109
2697	4	2152.748437
2728	4	2173.05524
2759	4	2214.764791
2790	4	2280.486448
2821	4	2274.631552
2852	4	2354.556169
2883	4	2387.055857
2914	4	2546.204054
2945	4	2461.602991
2976	4	2523.012119
3007	4	2576.216102
3038	4	2612.335592
3069	4	2664.667737
3100	4	2744.351906
0	4	0.018
31	4	0.379391
62	4	1.041877
93	4	2.086454
124	4	3.535821
155	4	5.542476
186	4	9.215194
217	4	10.672661
248	4	13.349802
279	4	17.045019
310	4	20.865136
341	4	25.357136
372	4	31.350104
403	4	36.877982
434	4	43.84133
465	4	51.146572
496	4	58.361017
527	4	65.185875
558	4	74.124683
589	4	82.60971
620	4	90.873742
651	4	100.513348
682	4	112.400714
713	4	122.255627
744	4	131.735049
775	4	145.769589
806	4	164.039643
837	4	170.408855
868	4	191.226382
899	4	204.220984
930	4	221.405207
961	4	253.687265
992	4	260.267916
1023	4	300.611971
1054	4	287.931016
1085	4	311.722911
1116	4	336.130616
1147	4	346.951669
1178	4	365.950316
1209	4	390.132899
1240	4	404.864859
1271	4	430.042672
1302	4	445.975262
1333	4	470.493653
1364	4	492.736403
1395	4	513.346713
1426	4	531.060981
1457	4	569.888229
1488	4	584.994791
1519	4	601.964746
1550	4	626.186862
1581	4	671.110929
1612	4	698.210098
1643	4	733.202652
1674	4	764.989679
1705	4	802.089806
1736	4	828.066352
1767	4	866.100768
1798	4	894.932082
1829	4	941.418052
1860	4	980.841905
1891	4	1070.84686
1922	4	1122.918713
1953	4	1090.155173
1984	4	1125.836597
2015	4	1168.457252
2046	4	1213.109851
2077	4	1244.915874
2108	4	1300.763846
2139	4	1333.44123
2170	4	1368.540529
2201	4	1430.175116
2232	4	1443.101587
2263	4	1496.010596
2294	4	1540.068295
2325	4	1603.5881
2356	4	1641.802302
2387	4	1653.625759
2418	4	1708.807857
2449	4	1755.867218
2480	4	1786.700168
2511	4	1852.120352
2542	4	1847.305722
2573	4	1926.30301
2604	4	1971.271937
2635	4	2024.055926
2666	4	2052.435798
2697	4	2104.137254
2728	4	2171.02644
2759	4	2196.354937
2790	4	2330.05264
2821	4	2308.29766
2852	4	2342.092986
2883	4	2399.944133
2914	4	2437.524163
2945	4	2495.772886
2976	4	2520.076347
3007	4	2593.540402
3038	4	2683.87602
3069	4	2686.401097
3100	4	2752.044275
0	4	0.026
31	4	0.389597
62	4	1.037193
93	4	2.009185
124	4	3.519874
155	4	13.367301
186	4	7.447545
217	4	10.466123
248	4	16.12008
279	4	17.068174
310	4	21.927039
341	4	25.668111
372	4	30.578576
403	4	35.839638
434	4	42.979587
465	4	50.815932
496	4	58.047281
527	4	65.264631
558	4	79.99823
589	4	83.932307
620	4	92.404453
651	4	104.785373
682	4	110.305741
713	4	124.189357
744	4	132.120615
775	4	145.629137
806	4	161.323652
837	4	178.459958
868	4	192.142098
899	4	204.878241
930	4	224.331054
961	4	242.026982
992	4	259.305324
1023	4	283.165536
1054	4	293.229828
1085	4	308.479906
1116	4	329.576058
1147	4	353.571211
1178	4	364.159535
1209	4	387.889508
1240	4	411.795697
1271	4	427.014231
1302	4	456.160825
1333	4	471.975783
1364	4	488.604347
1395	4	553.970383
1426	4	555.047123
1457	4	553.555875
1488	4	577.967371
1519	4	605.032181
1550	4	623.225619
1581	4	666.579846
1612	4	717.004089
1643	4	727.720593
1674	4	758.234898
1705	4	789.704521
1736	4	835.982267
1767	4	872.587638
1798	4	911.666135
1829	4	952.813954
1860	4	968.687163
1891	4	1014.548931
1922	4	1046.976899
1953	4	1078.377775
1984	4	1134.718831
2015	4	1184.627397
2046	4	1204.766191
2077	4	1239.65154
2108	4	1287.707649
2139	4	1319.699613
2170	4	1404.767507
2201	4	1421.530834
2232	4	1452.683225
2263	4	1483.568917
2294	4	1547.977083
2325	4	1567.228224
2356	4	1641.753866
2387	4	1671.580668
2418	4	1695.703232
2449	4	1735.241186
2480	4	1842.42117
2511	4	1851.555335
2542	4	1897.143728
2573	4	1986.425519
2604	4	1977.703338
2635	4	2031.54548
2666	4	2045.762034
2697	4	2104.784504
2728	4	2158.353932
2759	4	2207.381021
2790	4	2254.274686
2821	4	2300.963343
2852	4	2333.642884
2883	4	2404.477414
2914	4	2450.884752
2945	4	2477.48912
2976	4	2531.970005
3007	4	2673.997992
3038	4	2626.26592
3069	4	2709.526355
3100	4	2749.143828
0	4	0.0203
31	4	0.399299
62	4	1.028197
93	4	2.090094
124	4	3.711089
155	4	5.380684
186	4	7.826178
217	4	10.641469
248	4	13.59206
279	4	17.744048
310	4	21.170038
341	4	25.399926
372	4	30.89411
403	4	37.461392
434	4	44.337773
465	4	49.781558
496	4	59.061133
527	4	66.056315
558	4	73.362297
589	4	84.18257
620	4	91.141153
651	4	121.636475
682	4	110.628609
713	4	125.573775
744	4	132.201965
775	4	148.641031
806	4	162.530507
837	4	172.465794
868	4	188.865669
899	4	205.731745
930	4	233.493402
961	4	239.496509
992	4	266.663878
1023	4	272.212994
1054	4	295.042579
1085	4	307.235391
1116	4	326.453794
1147	4	353.831894
1178	4	367.333818
1209	4	390.611833
1240	4	411.168162
1271	4	433.298498
1302	4	452.93444
1333	4	466.346696
1364	4	496.683847
1395	4	515.168113
1426	4	540.143184
1457	4	559.987265
1488	4	583.087755
1519	4	606.31465
1550	4	629.018957
1581	4	665.907084
1612	4	691.122212
1643	4	730.454865
1674	4	768.552731
1705	4	801.312905
1736	4	829.321282
1767	4	859.548074
1798	4	909.386411
1829	4	939.147226
1860	4	973.218658
1891	4	1025.451244
1922	4	1055.826993
1953	4	1106.401902
1984	4	1139.006876
2015	4	1173.803465
2046	4	1212.984575
2077	4	1254.539399
2108	4	1284.915294
2139	4	1320.570112
2170	4	1348.472207
2201	4	1407.874127
2232	4	1444.207065
2263	4	1491.268553
2294	4	1501.761587
2325	4	1586.195244
2356	4	1632.861244
2387	4	1667.337687
2418	4	1701.753133
2449	4	1751.941053
2480	4	1799.171259
2511	4	1852.470997
2542	4	1868.506045
2573	4	1929.047618
2604	4	1969.289285
2635	4	2067.106056
2666	4	2089.407525
2697	4	2126.640968
2728	4	2209.31606
2759	4	2264.129796
2790	4	2254.090759
2821	4	2311.231597
2852	4	2351.683435
2883	4	2407.266758
2914	4	2455.380933
2945	4	2487.265409
2976	4	2537.207187
3007	4	2598.868629
3038	4	2722.931041
3069	4	2705.489383
3100	4	2731.200261
0	4	0.0194
31	4	0.408302
62	4	1.108706
93	4	2.01761
124	4	3.494917
155	4	5.614127
186	4	7.655336
217	4	10.282649
248	4	13.961666
279	4	16.93128
310	4	22.069404
341	4	25.901323
372	4	30.607345
403	4	36.121971
434	4	42.658102
465	4	51.043641
496	4	59.582282
527	4	67.204118
558	4	73.190147
589	4	81.349485
620	4	91.299434
651	4	104.282195
682	4	125.210196
713	4	122.618684
744	4	133.997739
775	4	151.704025
806	4	157.088452
837	4	172.598328
868	4	189.795112
899	4	206.108693
930	4	223.820381
961	4	243.67648
992	4	253.086928
1023	4	295.733339
1054	4	289.08421
1085	4	312.086627
1116	4	332.825933
1147	4	356.450155
1178	4	362.588891
1209	4	383.073299
1240	4	417.621578
1271	4	426.51303
1302	4	444.731129
1333	4	474.817789
1364	4	498.821121
1395	4	523.164053
1426	4	532.027111
1457	4	564.813989
1488	4	586.675213
1519	4	610.245848
1550	4	633.760683
1581	4	660.116435
1612	4	694.587531
1643	4	732.955848
1674	4	774.424083
1705	4	790.739889
1736	4	829.760816
1767	4	872.413863
1798	4	909.206082
1829	4	929.10881
1860	4	979.103703
1891	4	1011.828705
1922	4	1084.706827
1953	4	1105.763968
1984	4	1122.306485
2015	4	1172.314887
2046	4	1206.497303
2077	4	1260.725332
2108	4	1288.610015
2139	4	1331.870985
2170	4	1386.158518
2201	4	1414.302805
2232	4	1443.010095
2263	4	1494.197513
2294	4	1539.055296
2325	4	1595.594347
2356	4	1629.991871
2387	4	1666.430007
2418	4	1716.798823
2449	4	1760.498502
2480	4	1804.521581
2511	4	1892.486717
2542	4	1902.391398
2573	4	1926.23066
2604	4	1961.97759
2635	4	2005.777668
2666	4	2061.890418
2697	4	2110.541924
2728	4	2151.07448
2759	4	2211.892557
2790	4	2287.654421
2821	4	2298.543502
2852	4	2326.22798
2883	4	2389.456869
2914	4	2442.416196
2945	4	2477.006213
2976	4	2543.508721
3007	4	2564.095054
3038	4	2644.844044
3069	4	2709.36026
3100	4	2759.055765
0	4	0.0196
31	4	0.401802
62	4	1.070004
93	4	2.102409
124	4	3.614514
155	4	5.184021
186	4	7.444529
217	4	10.174741
248	4	15.082261
279	4	17.36377
310	4	21.491787
341	4	26.477506
372	4	31.183525
403	4	35.759044
434	4	42.385871
465	4	49.806801
496	4	57.913934
527	4	67.471873
558	4	73.9703
589	4	86.107649
620	4	92.004773
651	4	102.692218
682	4	114.309466
713	4	124.84371
744	4	136.012357
775	4	141.498381
806	4	158.906354
837	4	174.46842
868	4	189.386184
899	4	206.094056
930	4	225.041938
961	4	235.596786
992	4	257.636282
1023	4	275.425262
1054	4	299.342268
1085	4	312.961232
1116	4	321.982877
1147	4	350.694107
1178	4	369.032093
1209	4	391.300699
1240	4	407.386978
1271	4	430.583091
1302	4	449.407984
1333	4	472.9251
1364	4	495.661515
1395	4	517.878828
1426	4	537.26293
1457	4	578.223231
1488	4	583.988674
1519	4	606.778696
1550	4	629.200518
1581	4	667.455915
1612	4	692.018251
1643	4	728.912947
1674	4	768.582659
1705	4	804.935958
1736	4	833.114619
1767	4	879.969273
1798	4	897.311486
1829	4	952.138785
1860	4	978.773647
1891	4	1015.909862
1922	4	1069.065561
1953	4	1117.526938
1984	4	1123.121501
2015	4	1167.536262
2046	4	1228.60321
2077	4	1243.317921
2108	4	1274.086316
2139	4	1322.410503
2170	4	1359.878836
2201	4	1398.136773
2232	4	1460.761841
2263	4	1483.693299
2294	4	1531.146088
2325	4	1574.936458
2356	4	1607.023766
2387	4	1655.814264
2418	4	1753.439629
2449	4	1730.038935
2480	4	1787.036579
2511	4	1823.009707
2542	4	1897.104846
2573	4	1938.297802
2604	4	1980.900767
2635	4	2000.495004
2666	4	2054.126928
2697	4	2111.055971
2728	4	2165.832901
2759	4	2210.449175
2790	4	2222.900466
2821	4	2316.276512
2852	4	2341.263772
2883	4	2403.20054
2914	4	2445.368996
2945	4	2508.505969
2976	4	2552.127131
3007	4	2579.385699
3038	4	2638.381348
3069	4	2687.593272
3100	4	2749.983689
0	4	0.0266
31	4	0.345503
62	4	1.032207
93	4	2.015913
124	4	3.689023
155	4	5.385634
186	4	7.346246
217	4	10.156664
248	4	13.357484
279	4	17.816912
310	4	21.102832
341	4	25.768462
372	4	31.304196
403	4	37.691637
434	4	42.861669
465	4	51.160721
496	4	57.078658
527	4	66.587917
558	4	74.95527
589	4	83.747825
620	4	91.866176
651	4	101.420635
682	4	110.425892
713	4	122.664968
744	4	133.188533
775	4	145.311509
806	4	158.704092
837	4	175.750898
868	4	189.185881
899	4	206.895991
930	4	219.921972
961	4	241.788107
992	4	253.83638
1023	4	272.917798
1054	4	294.403729
1085	4	309.411022
1116	4	333.102267
1147	4	346.504147
1178	4	366.709771
1209	4	401.208382
1240	4	411.479642
1271	4	433.190873
1302	4	454.903003
1333	4	467.313077
1364	4	504.061499
1395	4	518.391183
1426	4	532.517565
1457	4	558.782222
1488	4	576.525226
1519	4	602.729681
1550	4	630.267143
1581	4	670.636984
1612	4	702.335171
1643	4	733.871956
1674	4	777.801015
1705	4	815.931439
1736	4	832.919534
1767	4	872.184164
1798	4	909.52838
1829	4	935.202827
1860	4	980.177487
1891	4	1026.971959
1922	4	1052.220101
1953	4	1094.413543
1984	4	1135.314579
2015	4	1181.293742
2046	4	1206.279081
2077	4	1303.990052
2108	4	1296.788998
2139	4	1343.066062
2170	4	1382.371184
2201	4	1406.465016
2232	4	1443.655325
2263	4	1484.260855
2294	4	1543.741194
2325	4	1566.120216
2356	4	1620.336824
2387	4	1675.80044
2418	4	1705.389504
2449	4	1756.825496
2480	4	1798.805932
2511	4	1842.476478
2542	4	1881.329897
2573	4	1980.95787
2604	4	1961.83985
2635	4	2017.424566
2666	4	2086.439461
2697	4	2142.382179
2728	4	2157.314459
2759	4	2205.773835
2790	4	2267.588787
2821	4	2288.562304
2852	4	2382.440544
2883	4	2366.210044
2914	4	2464.030707
2945	4	2487.230536
2976	4	2525.517355
3007	4	2592.382038
3038	4	2632.030065
3069	4	2677.082421
3100	4	2723.777046
0	4	0.0197
31	4	0.391203
62	4	1.100907
93	4	2.125714
124	4	3.710924
155	4	5.620636
186	4	7.85535
217	4	10.354766
248	4	13.653787
279	4	17.792913
310	4	20.960834
341	4	26.208967
372	4	31.3556
403	4	36.304331
434	4	44.487883
465	4	50.577421
496	4	56.834861
527	4	64.892813
558	4	76.662987
589	4	93.052091
620	4	91.952984
651	4	103.909759
682	4	112.872816
713	4	126.0107
744	4	130.308226
775	4	143.066007
806	4	159.642311
837	4	191.594613
868	4	189.987602
899	4	211.397637
930	4	220.758596
961	4	238.094204
992	4	258.29663
1023	4	271.910415
1054	4	297.988178
1085	4	312.649969
1116	4	331.787287
1147	4	348.299389
1178	4	366.828603
1209	4	397.806195
1240	4	413.483391
1271	4	433.318512
1302	4	445.570086
1333	4	461.833584
1364	4	497.388902
1395	4	513.873401
1426	4	530.4287
1457	4	598.929722
1488	4	583.929524
1519	4	612.149995
1550	4	629.9138
1581	4	662.572295
1612	4	705.016753
1643	4	740.714667
1674	4	754.873747
1705	4	851.062732
1736	4	838.91445
1767	4	889.222651
1798	4	901.061015
1829	4	947.044188
1860	4	980.161682
1891	4	1049.527896
1922	4	1052.682906
1953	4	1100.267686
1984	4	1151.589288
2015	4	1151.087376
2046	4	1207.92201
2077	4	1249.689253
2108	4	1278.174615
2139	4	1352.693455
2170	4	1375.20268
2201	4	1481.400608
2232	4	1484.815318
2263	4	1510.917265
2294	4	1530.690974
2325	4	1575.349131
2356	4	1616.86597
2387	4	1667.626764
2418	4	1690.581191
2449	4	1752.216849
2480	4	1785.699241
2511	4	1831.838007
2542	4	1887.565029
2573	4	1917.672901
2604	4	1966.964985
2635	4	2013.576254
2666	4	2053.614884
2697	4	2114.794541
2728	4	2162.309215
2759	4	2222.116263
2790	4	2247.935711
2821	4	2303.01583
2852	4	2357.074244
2883	4	2400.363395
2914	4	2421.464514
2945	4	2487.034798
2976	4	2544.755334
3007	4	2588.66939
3038	4	2644.464415
3069	4	2693.536003
3100	4	2757.825076
0	4	0.0194
31	4	0.678603
62	4	1.062805
93	4	2.04411
124	4	3.959219
155	4	5.434727
186	4	7.476937
217	4	10.799953
248	4	13.775467
279	4	17.496185
310	4	21.739206
341	4	28.395438
372	4	30.485148
403	4	36.284277
434	4	42.792208
465	4	48.940939
496	4	57.736281
527	4	66.437824
558	4	74.285862
589	4	83.642808
620	4	96.485371
651	4	104.786012
682	4	112.148148
713	4	120.116988
744	4	134.64136
775	4	142.6984
806	4	162.179197
837	4	177.450872
868	4	194.249956
899	4	204.914011
930	4	228.107427
961	4	235.446265
992	4	269.060933
1023	4	274.718364
1054	4	291.708652
1085	4	312.85626
1116	4	329.950249
1147	4	358.306994
1178	4	366.58934
1209	4	391.769672
1240	4	407.889658
1271	4	439.367623
1302	4	490.519288
1333	4	472.264901
1364	4	495.348626
1395	4	517.503846
1426	4	530.585821
1457	4	554.02595
1488	4	578.464784
1519	4	605.515233
1550	4	628.333261
1581	4	667.382074
1612	4	700.91716
1643	4	730.487727
1674	4	769.688246
1705	4	797.062203
1736	4	840.623847
1767	4	871.584325
1798	4	905.239419
1829	4	945.215348
1860	4	979.400447
1891	4	1014.689553
1922	4	1050.567764
1953	4	1088.97869
1984	4	1137.795372
2015	4	1170.437367
2046	4	1203.201665
2077	4	1247.174324
2108	4	1296.702215
2139	4	1337.55296
2170	4	1364.485327
2201	4	1401.58225
2232	4	1456.391274
2263	4	1544.633883
2294	4	1525.278996
2325	4	1592.386088
2356	4	1609.789205
2387	4	1656.752786
2418	4	1717.802147
2449	4	1766.142436
2480	4	1814.714327
2511	4	1842.068599
2542	4	1910.317101
2573	4	1938.724477
2604	4	1994.834111
2635	4	2021.662178
2666	4	2108.763387
2697	4	2112.775824
2728	4	2165.885039
2759	4	2196.537927
2790	4	2241.703296
2821	4	2294.226807
2852	4	2355.644769
2883	4	2428.484596
2914	4	2443.431491
2945	4	2526.517774
2976	4	2523.092064
3007	4	2575.225471
3038	4	2635.927725
3069	4	2693.488363
3100	4	2791.414274

0	5	0.0222
31	5	0.488493
62	5	1.196585
93	5	2.374169
124	5	4.034048
155	5	6.189021
186	5	8.376092
217	5	11.996846
248	5	15.143806
279	5	20.33074
310	5	24.060995
341	5	28.804434
372	5	33.590776
403	5	41.631874
434	5	47.960499
465	5	54.757518
496	5	62.64623
527	5	71.051533
558	5	81.461819
589	5	100.154403
620	5	98.051945
651	5	116.88265
682	5	125.358672
713	5	128.683066
744	5	141.032462
775	5	153.231866
806	5	167.16557
837	5	185.777433
868	5	199.909957
899	5	223.104301
930	5	243.283005
961	5	262.238246
992	5	275.591643
1023	5	305.041939
1054	5	325.195049
1085	5	341.527692
1116	5	370.765896
1147	5	373.881467
1178	5	407.118612
1209	5	421.193585
1240	5	443.244952
1271	5	466.267165
1302	5	492.026701
1333	5	509.697981
1364	5	538.546892
1395	5	558.751356
1426	5	578.304848
1457	5	604.853893
1488	5	631.249671
1519	5	682.873355
1550	5	687.425883
1581	5	724.728263
1612	5	757.369076
1643	5	822.770135
1674	5	839.741305
1705	5	886.443912
1736	5	925.906344
1767	5	963.908535
1798	5	996.961831
1829	5	1028.691963
1860	5	1076.297116
1891	5	1112.777807
1922	5	1215.601295
1953	5	1208.532755
1984	5	1242.828288
2015	5	1288.786026
2046	5	1328.622918
2077	5	1427.620126
2108	5	1417.355571
2139	5	1493.304534
2170	5	1513.385622
2201	5	1572.495958
2232	5	1594.66171
2263	5	1668.196007
2294	5	1701.55201
2325	5	1715.401189
2356	5	1799.952621
2387	5	1824.021922
2418	5	1873.639102
2449	5	1937.825536
2480	5	1977.418596
2511	5	2031.456999
2542	5	2081.314594
2573	5	2141.176637
2604	5	2167.094803
2635	5	2199.0826
2666	5	2261.371975
2697	5	2326.939433
2728	5	2370.458484
2759	5	2425.478229
2790	5	2480.154247
2821	5	2568.101773
2852	5	2578.246611
2883	5	2640.771193
2914	5	2717.690766
2945	5	2743.995179
2976	5	2851.399697
3007	5	2861.538823
3038	5	2901.037243
3069	5	3001.492329
3100	5	3038.055241
0	5	0.018299
31	5	0.43358
62	5	1.194444
93	5	2.295794
124	5	3.902719
155	5	6.223311
186	5	8.606901
217	5	11.62536
248	5	14.898809
279	5	19.931576
310	5	26.187688
341	5	29.197749
372	5	33.851438
403	5	42.057664
434	5	48.188788
465	5	56.607409
496	5	63.242913
527	5	71.720435
558	5	80.228567
589	5	91.642573
620	5	101.675047
651	5	109.657815
682	5	122.615783
713	5	133.878318
744	5	141.079453
775	5	156.311562
806	5	174.409646
837	5	186.43102
868	5	205.875294
899	5	224.769034
930	5	255.242125
961	5	259.038818
992	5	273.917601
1023	5	300.349858
1054	5	312.721392
1085	5	333.069271
1116	5	360.096731
1147	5	381.105277
1178	5	396.742349
1209	5	426.857554
1240	5	443.620984
1271	5	465.744585
1302	5	481.561521
1333	5	515.165186
1364	5	530.75174
1395	5	555.529092
1426	5	582.767925
1457	5	613.38556
1488	5	639.418972
1519	5	671.727908
