bundles_count	numberOfGoals	variability	execIndex	changing_goals_0	dam_updated_0	deployment_change_planned_0	deployment_change_excuted_0	dam_updated_1	deployment_change_planned_1	deployment_change_excuted_1	dam_updated_2	deployment_change_planned_2	deployment_change_excuted_2	dam_updated_3	deployment_change_planned_3	deployment_change_excuted_3	dam_updated_4	deployment_change_planned_4	deployment_change_excuted_4	
248	4	2	7	52	100391	116190	7005	3835	76941	6405	10319	54165	4841	5284	53395	12334	5548	38291	7342	
310	5	2	7	118	170680	146976	5670	2707	44028	5317	6335	36001	394	919	33397	4499	6135	31743	343	
372	6	2	7	64	123194	117824	6383	4613	48481	10883	6399	41229	6471	2375	42482	14263	6727	39759	9390	
434	7	2	7	55	185650	209442	11480	3789	103247	11076	11512	66227	530	3175	60070	12532	8793	57955	7514	
496	8	2	7	80	170663	166485	10285	2536	122317	9805	12131	69630	449	1449	65201	8261	8084	86912	841	
558	9	2	7	95	253230	253827	13340	3463	108538	9192	12850	73460	368	1782	69949	8158	11426	69002	339	
620	10	2	7	65	212214	208736	10066	2990	86164	14999	10897	78185	5772	2461	76433	17828	13294	75706	10737	
682	11	2	7	218	348090	231811	10772	2846	91380	9837	12758	82267	405	2177	77330	16085	17376	148546	1190	
744	12	2	7	105	285095	316839	20229	5572	173614	12216	20305	107651	589	1914	105878	10441	18495	80593	393	
806	13	2	7	83	284876	289096	12167	4158	136266	23862	17431	137687	14294	2024	121161	16158	14918	122240	7578	
868	14	2	7	50	308821	294918	13191	1722	137675	14920	17884	130068	431	1805	127169	13148	16096	127430	390	
930	15	2	7	58	289011	418971	14422	5282	173775	28873	27178	140828	17123	1556	135527	14873	19755	134563	401	
992	16	2	7	80	340983	357624	20137	3014	177872	15126	21786	148674	440	1827	155933	37048	27210	154571	413	
1054	17	2	7	85	453047	387644	16755	3988	174406	28563	22536	173305	10960	1316	146856	18713	15789	148140	446	
1116	18	2	7	81	374429	357064	15879	2113	162824	17967	18091	156223	393	1722	153751	24175	20051	158564	11745	
1178	19	2	7	43	409359	672893	21287	3920	205593	21301	27528	179230	440	3402	164802	38008	22956	162077	22657	
1240	20	2	7	61	544232	576907	19502	9281	191768	69482	33115	174032	56709	1515	169060	23131	34885	168389	376	
1302	21	2	7	72	671736	512743	22421	3535	213964	24791	45624	193951	398	3466	203803	74621	48257	218860	30351	
1364	22	2	7	81	676991	583106	21784	4150	206408	33838	50108	189578	15507	2122	188530	34992	41539	190047	15489	
1426	23	2	7	43	627817	493364	23023	1789	322392	32560	34191	232200	529	2277	189622	25039	34194	189564	432	
1488	24	2	7	71	500277	500655	21483	2771	208208	29166	25277	220553	502	2845	214544	42906	35464	215542	18355	
1550	25	2	7	51	547736	693844	25895	4680	326528	45479	45173	310575	20590	2122	302960	49584	44398	301103	20340	
1612	26	2	7	81	662410	726175	31089	4064	320249	45791	36162	314866	20910	2067	305565	35236	42243	304502	477	
1674	27	2	7	77	644259	901657	26769	5013	336289	36938	39473	311022	504	1849	305751	48880	37092	308072	21792	
1736	28	2	7	85	678769	721521	30372	5792	365118	72931	51985	371810	50784	2573	349166	38678	68358	290158	484	
1798	29	2	7	58	913877	741483	26443	5055	309239	51870	47842	300834	21175	1958	297178	52106	42678	297212	21230	
1860	30	2	7	48	892269	863558	82845	31999	979649	50414	96398	340918	683	3336	329051	54825	78681	318447	22382	
1922	31	2	7	88	948311	746252	30877	5012	320482	77159	37135	318060	42884	1861	309043	56622	36862	314328	34218	
1984	32	2	7	57	836361	707139	28719	4229	329800	59392	41550	322238	33806	2517	391075	60831	49005	351696	26058	
2046	33	2	7	83	709574	721744	29668	2147	334504	44300	35239	392687	556	3607	326667	105533	40359	331835	67379	
2108	34	2	7	71	730382	738110	30134	3145	354370	52934	68966	351769	617	2590	348685	38975	44297	347400	471	
2170	35	2	7	59	976435	864547	35152	4793	385312	84098	46691	346660	48645	1593	350931	47606	59298	447715	563	
2232	36	2	7	76	907330	859215	32184	3015	364181	64958	47393	396668	31700	3296	402873	66870	66085	362575	26274	
2294	37	2	7	48	1418735	1343815	39686	10507	520989	72117	145496	392971	29457	5829	394826	99322	89227	388440	53658	
2356	38	2	7	74	1387714	1090607	35244	3039	387617	49692	59762	360865	421	1311	359337	46024	64148	361830	461	
2418	39	2	7	48	892106	926452	33164	3608	374563	47024	53185	362954	520	1837	357282	69918	50816	364033	28113	
2480	40	2	7	73	864819	924536	35561	4890	402174	75795	70526	420892	32475	2696	413595	75981	63641	474103	42935	
2542	41	2	7	79	1008343	978080	39124	4690	456935	59092	66830	417192	514	3007	414109	59096	66890	434016	503	
2604	42	2	7	74	1171308	1135283	40333	6393	495036	67771	99888	701353	1235	4660	491865	60614	92168	745348	2463	
2666	43	2	7	109	2695957	1526177	41976	11941	585289	155603	94553	467410	99038	3561	464838	92423	97746	470650	34933	
2728	44	2	7	85	1219188	1226836	43825	6449	520253	55930	95864	438118	552	3397	439639	63290	86251	463364	872	
2790	45	2	7	84	1267190	1304902	43702	5122	775271	99070	115522	524904	732	3934	596114	140060	126534	819227	71063	
2852	46	2	7	143	1729893	1446380	43490	6906	523958	70020	82826	471531	610	2147	446516	56680	72910	418017	417	
2914	47	2	7	88	1215901	1024315	41382	5598	428386	87302	75361	414384	33341	8678	512230	632518	120377	715505	432232	
2976	48	2	7	84	1053046	1018894	42123	6439	428302	144493	64340	416376	97184	2393	537744	107826	72052	472751	38553	
3038	49	2	7	98	1064823	1033860	43867	4449	453664	96885	69931	432277	35650	3213	433850	120376	62786	431993	70114	
3100	50	2	7	58	1290409	1190430	45663	6359	931122	166609	105277	696090	110759	4482	836664	101582	164302	902416	1975	
3162	51	2	7	65	2131621	1524422	55436	5876	872199	113124	117928	656750	40992	2317	633495	67617	86571	658060	661	
3224	52	2	7	85	1144984	1475556	62047	5667	918924	73054	120313	633202	643	2408	644257	90166	86786	653022	459	
3286	53	2	7	76	1299549	1331136	46886	3376	608991	74546	75539	591682	423	3040	597533	100124	77703	710362	40225	
3348	54	2	7	74	1229796	1515553	49084	4454	652446	67131	86482	598146	435	1741	743274	85615	156788	981870	873	
3410	55	2	7	123	1221804	1280849	49060	3802	675770	90108	90567	675313	521	2997	650208	76367	89238	605071	405	
3472	56	2	7	76	1275160	1336505	50675	3638	700013	81801	96332	640120	445	4489	622570	139845	93905	918062	111526	
3534	57	2	7	85	1478652	1482662	53608	4392	678331	78749	91297	960909	846	7319	800695	205268	107288	717127	146833	
3596	58	2	7	80	1688515	1679695	60147	7295	835331	149626	136009	737080	84990	4884	638711	146962	91254	649126	84183	
3658	59	2	7	78	1284226	1611647	54370	5019	769564	80550	110141	736221	618	2225	831851	82528	115648	744417	785	
3720	60	2	7	79	2067009	1677421	58015	6951	845694	181555	122397	744220	105605	2766	794720	90064	111531	715392	516	
3782	61	2	7	73	1310171	1398111	53224	4417	662085	112719	147386	716517	752	4254	674044	146675	89030	652563	89946	
3844	62	2	7	86	1682870	2319842	56622	6151	875655	130807	97294	915496	52629	4479	971288	82203	100020	681188	588	
3906	63	2	7	85	1544995	1721907	54770	6849	757342	124054	103646	677673	54557	1668	752917	96973	102350	712064	526	
3968	64	2	7	85	1431182	1571872	59380	7666	916080	275279	164743	815360	138686	8946	687349	158933	177863	810886	102999	
4030	65	2	7	83	2459290	2097622	61470	12157	889513	164694	170394	670983	91344	5253	678410	160297	141785	693455	114264	
4092	66	2	7	83	2025175	1689525	58997	4474	786313	82267	101343	685375	448	2609	710484	130838	95242	820960	87061	
4154	67	2	7	103	1776916	1630134	62239	6675	917282	101393	121479	808351	585	2245	909435	87595	117112	760177	482	
4216	68	2	7	79	1710843	1680871	65632	4922	843916	131242	127476	786481	720	2020	986559	110797	120929	896454	1764	
4278	69	2	7	83	1878438	1761005	73198	5293	871682	94942	115144	780034	659	2308	913975	94340	122292	733011	450	
4340	70	2	7	73	1512745	1713142	70941	4440	784044	90994	107579	740547	497	3080	711318	140573	154733	1033870	63996	
4402	71	2	7	85	3307389	2742809	77179	9584	1024696	104441	210076	811018	687	2582	740675	93955	158063	716375	459	
4464	72	2	7	75	2586296	2033169	68036	6872	816645	249592	118880	779614	158407	1808	795622	124237	124541	765244	529	
4526	73	2	7	77	1784862	1729533	62809	6949	783028	128315	112266	907756	70275	2768	841182	92927	152125	877785	1348	
4588	74	2	7	120	3352703	2634713	73205	8427	1020367	111934	186436	869116	880	2940	1111249	207690	193952	1325793	1663	
4650	75	2	7	85	2466897	2581972	68573	8364	1406906	172526	150895	863011	60714	6361	983428	323591	135551	849712	222915	
4712	76	2	7	69	1657630	2039893	80022	9003	1037950	283186	162990	954962	209137	2127	1033298	117525	166119	796571	548	
4774	77	2	7	77	1731436	2317531	67971	4853	1087630	132896	136728	762582	417	2996	759093	151354	112053	990466	72262	
4836	78	2	7	77	1780292	2657771	75075	7819	1095610	229900	157794	878656	116575	2717	865521	105112	151978	893079	532	
4898	79	2	7	75	2694312	5824809	221600	7107	1566912	164509	155421	1273862	64047	6519	1153958	197313	214146	1199089	72622	
4960	80	2	7	118	3884624	6742400	220754	8947	1618653	187334	212600	1489685	67429	8051	1188915	107016	176120	1113851	595	
5022	81	2	7	104	3413928	7663809	196912	10839	1589322	106949	235584	1154839	518	4080	1092869	116027	183370	1120632	546	
5084	82	2	7	89	3719444	5238965	326926	16746	1456230	275184	148946	1271781	180787	3183	1196461	147140	182205	1329638	1023	
5146	83	2	7	99	2940509	7304820	281421	14225	3578924	257614	354715	1659810	1420	6046	1389636	192147	294896	1357062	115020	
5208	84	2	7	229	3844343	6559565	207007	19020	3355757	212857	305168	1238097	61844	8203	1296054	278906	193065	1168745	179247	
5270	85	2	7	105	3821896	6310705	191492	15462	2147487	282674	333299	2389738	211670	8400	1816427	147146	320629	1287916	709	
5332	86	2	7	98	4221782	6461991	191602	13226	1653182	154819	253410	1619050	1173	9774	1254592	621226	202297	1393198	499914	
5394	87	2	7	184	3202489	6790108	208470	14998	2510875	366183	280792	1685438	83379	4207	1255767	118044	251140	1190171	611	
5456	88	2	7	121	4390937	6185032	195013	10929	1502633	223751	213506	1367645	84867	5705	2027258	255717	341747	2271612	116707	
5518	89	2	7	112	4210571	6773687	202531	7091	1417625	143830	193014	1267311	733	3949	1267985	267763	212775	1740685	159434	
5580	90	2	7	130	4462413	6943739	210497	9913	1505355	117621	176323	1719772	1479	8744	1302395	235100	166028	1194066	128743	
5642	91	2	7	106	4108136	7212553	208630	9898	2001049	247884	295158	1461596	1160	4883	1522997	190101	348308	1242371	577	
5704	92	2	7	91	4301212	7646340	210854	12658	1899971	147490	259398	1219434	525	2476	1209833	114441	202803	1379215	1296	
5766	93	2	7	113	4367428	8265501	200658	14995	1833732	365499	273203	1641957	216081	9903	1284266	293382	233337	1417665	218263	
5828	94	2	7	98	4128290	8126363	310965	10347	2305837	359995	271383	1905420	219373	7815	1931264	406849	248224	1284512	134915	
5890	95	2	7	99	3850621	7721636	232959	11075	2199179	187541	356200	1724073	1633	8621	1475076	264929	242179	1351927	143966	
5952	96	2	7	116	4513546	7283001	295172	20155	2149237	146457	293263	1238513	624	3111	1244972	146129	328645	1474722	1317	
6014	97	2	7	152	5252423	7826025	308196	6128	1960801	144524	193330	1357639	1066	3669	1341263	124278	182327	1240617	571	
6076	98	2	7	83	3893669	7123140	297357	12331	2505082	159369	318176	1495626	912	9288	1547845	496582	285023	1743197	411517	
6138	99	2	7	163	4330920	8754976	239607	19424	2524387	421906	372316	1508318	77404	3256	1620837	146571	265696	1947909	18448	
6200	100	2	7	138	4679840	8261166	498262	9731	2382930	164534	232694	1933909	859	5264	1781128	217766	186647	1827853	80721	
62	1	2	8	83	53321	77577	4547	90535	16355	493	20212	11689	308	17671	16498	4941	4389	14376	3946	
124	2	2	8	90	79801	129489	5423	4832	29977	5721	8010	28991	411	2523	26785	3037	4474	25798	383	
186	3	2	8	63	107440	194091	8949	9290	41588	8382	4071	38538	6004	3627	47434	6643	7772	36643	4404	
248	4	2	8	80	136062	372985	14134	37721	140434	11888	24648	80181	8817	7457	63227	12006	9743	59064	4157	
310	5	2	8	105	250271	366707	14955	13931	73584	9232	12802	73048	7437	4091	61359	9522	10770	72156	4792	
372	6	2	8	118	271955	501667	23542	11100	110601	11071	18521	128737	811	7130	82087	8429	23399	70124	436	
434	7	2	8	112	241787	432254	17299	5270	108030	19171	16093	95354	464	3085	99357	9167	22991	93723	439	
496	8	2	8	75	249089	491831	16958	9626	136419	27910	17095	115736	18766	55213	116876	16633	19586	110306	7179	
558	9	2	8	124	298662	543381	23711	8585	136680	18830	24235	140645	13633	5352	135414	25192	18051	241521	50557	
620	10	2	8	125	690276	908405	26621	15660	164642	41806	25439	138033	26811	8213	138116	28334	22759	137384	23936	
682	11	2	8	104	377347	682616	28207	5814	235429	14810	29686	163121	672	7158	150337	33679	30258	173953	29258	
744	12	2	8	96	454357	978933	43100	12029	253910	30569	43469	173128	631	4865	145395	15042	28639	192849	579	
806	13	2	8	113	612679	982948	32411	10409	294614	29371	58997	288394	670	12660	211797	28907	38353	212585	19567	
868	14	2	8	103	474918	816917	30303	10195	217346	33452	31705	216648	19349	6787	206375	35997	28530	207108	26525	
930	15	2	8	72	469473	855246	35569	5966	229867	19272	32172	231114	536	3363	224042	19670	35835	211609	513	
992	16	2	8	94	541044	949706	43072	9161	337007	60743	59486	370533	25500	12653	341620	29792	55055	255867	15432	
1054	17	2	8	112	626552	1059887	39833	42099	259858	21654	42401	235891	571	2105	225522	25260	21696	231136	597	
1116	18	2	8	90	603005	1072863	41495	9149	267360	91334	25256	385051	138688	6837	287679	51840	32643	294401	32707	
1178	19	2	8	151	781490	1495472	44040	7358	312182	45935	37810	292776	26531	3024	246471	39378	30644	249994	15519	
1240	20	2	8	95	677809	1287536	60957	5830	319914	24998	47961	367601	774	4341	363202	39442	54773	388482	4971	
1302	21	2	8	97	924588	1814337	51323	8428	351515	31881	50245	295736	527	4540	275390	64838	41382	284295	52753	
1364	22	2	8	109	723373	1279872	47139	4698	316666	52771	46792	287474	30506	3040	272726	41877	34682	272908	18030	
1426	23	2	8	67	848761	1850983	65925	8448	400601	53280	51478	339936	20889	2941	333444	37201	50249	322213	569	
1488	24	2	8	88	828965	1556291	62195	4615	567690	86395	113183	503164	36657	6242	440865	54985	55721	332801	21954	
1550	25	2	8	106	876331	1858845	88275	7795	638933	34899	59253	405621	643	2942	394802	46402	50109	426834	22669	
1612	26	2	8	104	954430	1722767	86270	6453	507338	44923	67856	508660	668	2444	652199	37551	68848	443138	666	
1674	27	2	8	103	1011263	1845756	57090	8303	699517	88604	110012	748613	42496	5859	569700	63922	74083	521574	16973	
1736	28	2	8	145	1489065	3573532	92468	10721	628461	56639	59647	471075	25916	3375	467459	39774	61203	481447	642	
1798	29	2	8	100	1047359	1979402	77595	5983	521537	47606	58656	593773	881	4887	509163	92473	57100	471652	60343	
1860	30	2	8	99	1209769	2025491	96497	7207	502264	76082	69075	569283	51379	6351	505250	108409	76673	823150	72738	
1922	31	2	8	100	1348149	1924617	73030	9462	579824	79363	60753	476133	46000	3158	484945	68132	59978	463436	25559	
1984	32	2	8	93	1743442	2472805	121954	26060	765874	48006	69693	498295	954	3641	490863	43400	67528	568379	872	
2046	33	2	8	99	1316782	1994265	71957	4408	469632	72619	57538	507100	26266	1847	451611	44864	52463	464562	531	
2108	34	2	8	96	1115364	2855392	145353	8864	675100	49197	73109	679428	879	3783	524577	51543	66806	618918	1019	
2170	35	2	8	129	1604517	2613616	99531	9530	996964	139258	115655	807567	46860	6207	778900	120868	102041	731395	46387	
2232	36	2	8	111	1749840	3343696	138613	12196	994095	87542	118233	796279	4239	5121	535937	49485	130774	965944	2268	
2294	37	2	8	163	1448349	3089895	121655	10048	903295	129121	110126	1001697	58421	14018	1292358	302533	267168	1238374	43317	
2356	38	2	8	160	2072416	2812665	115303	21770	855527	60576	101995	966807	1297	5552	800113	80947	94056	585117	31696	
2418	39	2	8	125	1828917	3701339	144321	9470	1333193	66263	85878	623779	1223	4322	758939	53631	86748	547292	541	
2480	40	2	8	120	2051304	3054238	90943	6556	744156	54558	84124	735167	631	2980	548532	75294	73322	596441	40715	
2542	41	2	8	130	2094265	3469935	127301	12634	1094222	174573	137679	998490	113714	8839	1012834	154705	133159	686154	34277	
2604	42	2	8	119	1779567	3142358	94621	10399	724790	127466	90154	599380	66237	5808	566058	51386	64653	536403	522	
2666	43	2	8	99	1409097	3054537	98503	6074	933658	105340	153982	808927	1030	3872	625049	59426	77981	556459	588	
2728	44	2	8	98	1827681	3127365	97388	8019	1022140	200241	110324	829640	39287	4052	720124	61534	90359	730707	1118	
2790	45	2	8	129	2005917	4090787	216678	9709	1175782	67696	148942	754844	973	5229	884574	96082	81428	757777	56523	
2852	46	2	8	97	1633064	8635206	1711345	7050	917047	69463	122000	1675574	1038	6739	1300881	103860	191484	974097	1290	
2914	47	2	8	89	16831374	30233745	173860	15201	1523343	131892	229035	1324661	1911	8293	938935	210547	339865	1139611	62664	
2976	48	2	8	167	3097808	3839377	107575	5969	712779	68414	100942	599351	531	1822	628631	66621	88783	594724	529	
3038	49	2	8	101	1821926	3432536	134181	6948	787551	65814	116677	617285	465	2073	616885	59818	89599	604999	543	
3100	50	2	8	101	1672675	3141853	112874	7868	875979	96019	96963	856384	39687	3192	813604	72188	122566	1004334	1291	
3162	51	2	8	146	2028953	3266510	120575	8921	887095	102195	120134	850894	45222	3202	849391	102433	132203	1159938	48041	
3224	52	2	8	102	2054990	3323580	132860	15001	975045	117207	134700	823825	74875	28863	1017294	127848	94430	817235	42177	
3286	53	2	8	100	1781021	3275946	203381	9450	1599623	151799	118052	1275923	2130	12969	1178239	80795	119114	923957	703	
3348	54	2	8	119	1983672	4890943	132276	12078	1552652	161594	150971	883610	82628	5574	850578	139341	112182	1014890	85462	
3410	55	2	8	185	1912424	3309162	134573	4531	1102959	96121	153747	997924	901	5575	976987	161312	146018	1310685	120799	
3472	56	2	8	97	1992349	3664433	132694	5295	1282902	206896	438442	1034602	1184	3638	899368	81216	111420	875094	560	
3534	57	2	8	86	2116566	4153825	176281	8463	1775605	231419	188220	1321947	60309	5466	1088547	125977	130894	981315	65647	
3596	58	2	8	199	2284381	3799036	164234	5656	1268367	99486	129120	1045187	1002	4185	1044888	83695	118144	1230260	1603	
3658	59	2	8	99	2503357	4466588	142492	11062	1361473	156656	143015	1031209	51746	4122	990759	140636	128810	970723	47072	
3
